offer_id,skill_name,skill_level,skill_level_name
16,DevOps,3,Regular
16,ML/AI,3,Regular
16,Spark,2,Junior
16,Scala,1,Nice To Have
17,Machine Learning,4,Advanced
17,Data Science,4,Advanced
17,math,4,Advanced
17,Python,3,Regular
17,ML OPS,3,Regular
17,SQL,3,Regular
17,Azure,3,Regular
18,Machine Learning,4,Advanced
18,AI,4,Advanced
18,Hadoop,4,Advanced
18,Apache,4,Advanced
18,Python,4,Advanced
18,Apache Spark,4,Advanced
18,T-SQL,3,Regular
18,PL/SQL,3,Regular
19,LLM,4,Advanced
19,SQL,4,Advanced
19,Python,4,Advanced
19,AWS,3,Regular
19,OpenAI,3,Regular
20,Machine Learning,5,Master
21,AWS,4,Advanced
21,DevOps,4,Advanced
21,C#,4,Advanced
21,AI/ML,4,Advanced
21,Azure,4,Advanced
21,GCP,4,Advanced
21,English,4,Advanced
21,.Net,4,Advanced
21,Python,4,Advanced
21,Kubernetes,3,Regular
22,Machine Learning,5,Master
22,Python,5,Master
22,Data Science,5,Master
22,PySpark,4,Advanced
22,Azure,3,Regular
22,Databricks,3,Regular
23,Machine Learning,5,Master
23,AI,5,Master
23,Python,5,Master
23,NumPy,4,Advanced
23,TensorFlow,4,Advanced
23,Keras,4,Advanced
23,jupyther notebook,3,Regular
23,scikit-learn,3,Regular
23,SciPy,3,Regular
23,Pandas,3,Regular
24,AI,5,Master
24,Machine Learning,4,Advanced
24,AWS,4,Advanced
24,NLP,4,Advanced
24,PyTorch,4,Advanced
24,Docker,4,Advanced
24,TensorFlow,4,Advanced
24,GCP,4,Advanced
24,Kubernetes,4,Advanced
24,Python,4,Advanced
25,AI,4,Advanced
25,ML,4,Advanced
26,Automation Tools,5,Master
26,UiPath,5,Master
26,SAP,4,Advanced
26,AI,4,Advanced
27,ML,4,Advanced
27,PyTorch,3,Regular
27,TensorFlow,3,Regular
27,Pandas,3,Regular
27,NLP,2,Junior
27,Microsoft Azure Cloud,1,Nice To Have
27,HugginFace,1,Nice To Have
27,OpenCV,1,Nice To Have
27,scikit-learn,1,Nice To Have
28,Git,3,Regular
28,Bash,3,Regular
28,PyTorch,3,Regular
28,AI,3,Regular
28,Docker,3,Regular
28,Python,3,Regular
29,Communication,5,Master
29,Contact with a client,4,Advanced
29,English,3,Regular
29,CRM,2,Junior
29,Automation Tools,2,Junior
29,AI,2,Junior
30,Python,3,Regular
30,Pandas,3,Regular
30,NumPy,3,Regular
30,SQL,3,Regular
30,NLP,1,Nice To Have
30,Java,1,Nice To Have
30,C#,1,Nice To Have
31,Programming,4,Advanced
31,Developer Support,4,Advanced
31,English,4,Advanced
31,Communication,4,Advanced
31,Issue-Tracking System,3,Regular
31,Bash,3,Regular
31,AI Tools,3,Regular
31,Git,2,Junior
32,Python,5,Master
32,Microsoft Azure,4,Advanced
32,AI,4,Advanced
32,SQL,4,Advanced
32,DevOps tools,3,Regular
33,Machine Learning,4,Advanced
33,PyTorch,4,Advanced
33,scikit-learn,4,Advanced
33,TensorFlow,4,Advanced
33,Python,4,Advanced
34,MLOps,3,Regular
35,TypeScript,3,Regular
35,Express.js,3,Regular
35,Scrum,3,Regular
35,React,3,Regular
35,JavaScript,3,Regular
36,SQL,4,Advanced
36,Python,4,Advanced
36,Git,3,Regular
36,scikit-learn,3,Regular
37,Python,4,Advanced
37,JavaScript,4,Advanced
37,Databricks,4,Advanced
37,AI,4,Advanced
37,Machine Learning,4,Advanced
38,AI,4,Advanced
38,Sales,3,Regular
39,AI,3,Regular
39,Python,3,Regular
40,GenAI,3,Regular
40,Cloud,3,Regular
40,Java,3,Regular
40,Python,3,Regular
40,MLOps,3,Regular
41,AI,4,Advanced
41,English,4,Advanced
41,Python,4,Advanced
41,LLM,3,Regular
41,Docker,3,Regular
41,Databases,3,Regular
42,Python,4,Advanced
42,Computer Vision,3,Regular
42,GenAI,3,Regular
42,Azure,2,Junior
42,GCP,2,Junior
43,AI,4,Advanced
43,ML,4,Advanced
43,GenAI,4,Advanced
43,Python,4,Advanced
43,LLM,4,Advanced
44,Machine Learning,5,Master
44,Ukrainian,5,Master
44,CVPR,4,Advanced
44,ICML,4,Advanced
44,Artificial Intelligence,4,Advanced
44,ICLR,4,Advanced
44,English,4,Advanced
44,NeurIPS,4,Advanced
44,ECCV,4,Advanced
44,Large Language Models,3,Regular
45,Machine Learning,3,Regular
45,AI,3,Regular
45,TensorFlow,3,Regular
45,Python,3,Regular
46,Python,3,Regular
46,fastapi,3,Regular
46,rag,3,Regular
46,Prompt Engineering,3,Regular
46,OpenAI,3,Regular
46,Hugging Face,3,Regular
46,Vector Database,3,Regular
47,CI/CD,4,Advanced
47,Angular,4,Advanced
47,Aurelia,4,Advanced
47,React,4,Advanced
47,JavaScript,4,Advanced
47,TypeScript,4,Advanced
47,AI,1,Nice To Have
48,AI,4,Advanced
48,.NET C#,4,Advanced
48,Python,4,Advanced
48,CI/CD,4,Advanced
48,Cloud,3,Regular
48,DevOps,1,Nice To Have
49,AI,4,Advanced
49,Scrum,3,Regular
49,Automatyzacja,3,Regular
49,Kanban,3,Regular
49,Modelowanie procesów,3,Regular
49,Agile,3,Regular
50,AI,5,Master
50,Machine Learning,4,Advanced
50,NLP,4,Advanced
50,LLM,3,Regular
50,Azure,3,Regular
50,OpenAI,3,Regular
51,LLM,3,Regular
51,AI,3,Regular
51,Docker,3,Regular
51,rag,3,Regular
51,Kubernetes,3,Regular
51,SQL,3,Regular
51,Python,3,Regular
51,NoSQL,3,Regular
51,Java,2,Junior
52,AI,1,Nice To Have
52,Machine Learning,1,Nice To Have
53,Machine Learning,4,Advanced
53,Team Management,4,Advanced
53,Project Management,4,Advanced
53,Python,4,Advanced
53,Generative AI,4,Advanced
53,Data Science,4,Advanced
53,Big Data,4,Advanced
54,Deep Learning,5,Master
54,PyTorch,4,Advanced
54,TensorFlow,4,Advanced
54,Python,4,Advanced
54,SciPy scikit-learn,3,Regular
54,MLflow,3,Regular
54,Pandas,3,Regular
54,OpenCV,3,Regular
54,Keras Numpy,3,Regular
54,PyVista,1,Nice To Have
55,LLM,3,Regular
55,Docker,3,Regular
55,Kubernetes,3,Regular
55,Python,3,Regular
56,AI,5,Master
56,Python,5,Master
56,Redis,4,Advanced
56,asyncio,4,Advanced
56,RabbitMQ,4,Advanced
56,Docker,4,Advanced
56,Kafka,4,Advanced
56,SQL,4,Advanced
56,Cassandra,4,Advanced
56,NoSQL,4,Advanced
57,Machine Learning,3,Regular
57,DevOps,3,Regular
57,Python,3,Regular
57,Bash,3,Regular
57,CI/CD,3,Regular
57,Docker,3,Regular
57,Kubernetes,3,Regular
57,AWS,3,Regular
57,Azure,3,Regular
57,Prometheus,3,Regular
58,AI,4,Advanced
58,Python,4,Advanced
58,LLM,3,Regular
58,CI/CD,3,Regular
59,Data Annotation,5,Master
59,Data Labeling,5,Master
59,Ukrainian,5,Master
59,English,4,Advanced
59,Machine Learning,3,Regular
59,Artificial Intelligence,3,Regular
60,Architecture,3,Regular
60,AI,3,Regular
60,Azure,3,Regular
60,Software Architecture,3,Regular
60,Enterprise Architect,3,Regular
61,GCP,4,Advanced
61,Cloud Adoption Framework,3,Regular
61,Cloud Foundation Toolkit,3,Regular
62,Spark,4,Advanced
62,Hadoop,4,Advanced
62,SQL,4,Advanced
62,Python,4,Advanced
63,Airflow,3,Regular
63,AI,3,Regular
63,Scrum,3,Regular
63,Azure,3,Regular
63,Kafka,3,Regular
63,Python,3,Regular
64,Machine Learning,1,Nice To Have
64,DevOps,1,Nice To Have
64,Cloud,1,Nice To Have
64,CI/CD,1,Nice To Have
64,Angular,1,Nice To Have
64,AI,1,Nice To Have
64,Java,1,Nice To Have
64,JavaScript,1,Nice To Have
64,Python,1,Nice To Have
65,Python,4,Advanced
65,rag,3,Regular
65,Prompt Engineering,3,Regular
65,Langchain,3,Regular
65,Langgraph,3,Regular
65,Pandas,3,Regular
65,Azure,3,Regular
66,Airflow,4,Advanced
66,Python,4,Advanced
66,CI/CD,3,Regular
66,Spark,3,Regular
66,Azure,3,Regular
66,Azure ML,2,Junior
66,Docker,2,Junior
66,ML,2,Junior
66,Terraform,2,Junior
66,Kubernetes,2,Junior
67,Python,4,Advanced
67,Azure,4,Advanced
67,Azure AI foundry,3,Regular
67,GenAI,3,Regular
67,NLP,3,Regular
68,Machine Learning,4,Advanced
68,Python,3,Regular
68,Big Data,1,Nice To Have
69,PyTorch,3,Regular
69,TensorFlow,3,Regular
69,Langchain,3,Regular
69,LLM,3,Regular
69,MLOps,3,Regular
69,CI/CD,3,Regular
69,AWS,3,Regular
69,Azure,3,Regular
70,Python,5,Master
70,AWS,4,Advanced
70,AI,4,Advanced
70,Data Science,4,Advanced
70,NLP,3,Regular
70,LLM,3,Regular
70,Docker,3,Regular
71,GenAI,4,Advanced
71,Machine Learning,4,Advanced
71,LLM,4,Advanced
71,Data modeling,4,Advanced
71,Python,4,Advanced
71,Data Science,4,Advanced
71,AWS,3,Regular
71,PySpark,3,Regular
71,Spark,3,Regular
71,Azure,3,Regular
72,Python,4,Advanced
72,LLM,3,Regular
72,NLP,3,Regular
72,Azure,2,Junior
72,GCP,2,Junior
72,Databricks,1,Nice To Have
73,Databases,4,Advanced
73,Python,4,Advanced
73,NLP,3,Regular
73,LLM,3,Regular
73,OpenAI,3,Regular
73,MLOps,3,Regular
73,Docker,2,Junior
73,Kubernetes,2,Junior
73,AWS,1,Nice To Have
73,Computer Vision,1,Nice To Have
74,English,4,Advanced
74,AI,4,Advanced
74,Python,3,Regular
74,fastapi,3,Regular
74,Langchain,3,Regular
74,Langgraph,3,Regular
74,CrewAI,3,Regular
74,Azure,3,Regular
74,Pandas,3,Regular
74,.Net,3,Regular
75,PyTorch,5,Master
75,TensorFlow,5,Master
75,Python,5,Master
75,C++,3,Regular
76,AI,4,Advanced
76,GenAI,4,Advanced
76,TensorFlow,4,Advanced
76,PyTorch,4,Advanced
76,Ajax,4,Advanced
76,LLM,4,Advanced
76,Amazon AWS,4,Advanced
77,Python,5,Master
77,AWS,3,Regular
77,LLMs,3,Regular
77,RAG systems,3,Regular
78,Machine Learning,3,Regular
78,Jupyter Notebook,3,Regular
78,AI,3,Regular
78,SciPy,3,Regular
78,NumPy,3,Regular
78,TensorFlow,3,Regular
78,Python,3,Regular
78,MLflow,2,Junior
78,Pandas,2,Junior
78,PyTorch,1,Nice To Have
79,Machine Learning,5,Master
79,NLP,4,Advanced
79,Computer Vision,4,Advanced
79,Python,4,Advanced
80,Langchain,3,Regular
80,Langgraph,3,Regular
80,LangFuse,3,Regular
80,REST API,3,Regular
80,Prompt Engineering,3,Regular
80,Docker,2,Junior
80,Kubernetes,2,Junior
81,Python,2,Junior
81,Machine Learning,1,Nice To Have
81,AWS,1,Nice To Have
81,SQL,1,Nice To Have
81,GitHub,1,Nice To Have
82,Machine Learning,4,Advanced
82,Spark,4,Advanced
82,Hadoop,4,Advanced
82,Python,4,Advanced
82,Big Data,4,Advanced
82,T-SQL,3,Regular
82,Hive,3,Regular
82,Agile,3,Regular
82,SQL,3,Regular
82,Scala,1,Nice To Have
83,Machine Learning,4,Advanced
83,Python,4,Advanced
83,English,4,Advanced
83,AI,3,Regular
83,Microsoft Azure Cloud,1,Nice To Have
83,Google Cloud Platform,1,Nice To Have
83,AWS,1,Nice To Have
84,Python,5,Master
84,Large Language Models,4,Advanced
84,Machine Learning,4,Advanced
85,Python,4,Advanced
85,Autogen,4,Advanced
85,Langgraph,4,Advanced
85,Crew.AI,4,Advanced
85,Langchain,4,Advanced
85,AWS AI Foundry,4,Advanced
85,Amazon Bedrock,4,Advanced
86,Machine Learning,3,Regular
86,AI,3,Regular
86,Python,3,Regular
86,C++,3,Regular
86,JavaScript,3,Regular
87,Python,4,Advanced
87,AI,4,Advanced
87,Machine Learning,2,Junior
88,Python,5,Master
88,Machine Learning,5,Master
88,TensorFlow,5,Master
88,PyTorch,5,Master
89,JavaScript,4,Advanced
89,TypeScript,4,Advanced
89,AI,4,Advanced
89,Node,4,Advanced
89,React,4,Advanced
89,Next.js,4,Advanced
89,MongoDB,4,Advanced
89,Python,1,Nice To Have
89,React Native,1,Nice To Have
89,GraphQL,1,Nice To Have
90,AI platform,3,Regular
90,Machine Learning,3,Regular
90,AI,3,Regular
91,Machine Learning,4,Advanced
91,Software Development,4,Advanced
91,Python,4,Advanced
91,Java,4,Advanced
91,JavaScript,4,Advanced
91,C++,4,Advanced
92,Ansible,4,Advanced
92,Terraform,4,Advanced
92,Machine Learning,3,Regular
92,Python,3,Regular
92,Cloud,3,Regular
92,AI,1,Nice To Have
92,Data Science,1,Nice To Have
93,Python,4,Advanced
93,Databases,4,Advanced
93,OOP,3,Regular
93,Git,3,Regular
93,LLM,2,Junior
94,AI,3,Regular
94,XML,3,Regular
94,NLP,3,Regular
94,Deep Learning,3,Regular
94,GitHub,2,Junior
94,GitLab,2,Junior
94,ETL tools,2,Junior
95,Machine Learning,4,Advanced
95,AI,4,Advanced
96,kreatywność,1,Nice To Have
96,ChatGPT,1,Nice To Have
96,Odpowiedzialność,1,Nice To Have
96,AI,1,Nice To Have
97,LLM,3,Regular
97,AI,3,Regular
97,RPA/IPaaS,1,Nice To Have
97,JavaScript/Python,1,Nice To Have
98,Finetuning,5,Master
98,LLM,4,Advanced
98,AI,3,Regular
99,ETL,4,Advanced
99,SQL,4,Advanced
99,Python,4,Advanced
99,Machine Learning,3,Regular
100,Python,5,Master
100,Machine Learning,4,Advanced
100,SQL,3,Regular
100,Data Science,3,Regular
101,C/C++,2,Junior
101,Graphics APIs: OpenGL / OpenGL ES / EGL / Vulkan,2,Junior
101,Python,2,Junior
101,Platforms: Android /Linux /Windows / Embedded MCU,2,Junior
102,VBA,3,Regular
102,Data,3,Regular
102,Analytics,3,Regular
102,Excel APIs,3,Regular
102,Python,3,Regular
102,Microsoft Office Excel,3,Regular
102,Machine Learning,1,Nice To Have
103,Machine Learning,4,Advanced
103,LLM,4,Advanced
103,Cloud,4,Advanced
103,AI,4,Advanced
103,Python,4,Advanced
103,Data Science,4,Advanced
103,Computer Vision,3,Regular
104,AI,5,Master
104,Python,5,Master
104,Machine Learning,4,Advanced
104,LLM,4,Advanced
104,NumPy,4,Advanced
104,Pandas,4,Advanced
104,PyTorch/TensorFlow,4,Advanced
104,ML/Data Science,4,Advanced
105,Deep Learning,5,Master
105,PyTorch,4,Advanced
105,TensorFlow,4,Advanced
105,Python,4,Advanced
105,SciPy scikit-learn,3,Regular
105,MLflow,3,Regular
105,Pandas,3,Regular
105,OpenCV,3,Regular
105,Keras Numpy,3,Regular
105,PyVista,1,Nice To Have
106,Big Data,4,Advanced
106,ETL,4,Advanced
106,Data modeling,4,Advanced
106,Machine Learning,3,Regular
106,AI,3,Regular
106,Python,3,Regular
106,C#,3,Regular
106,Cloud,2,Junior
107,AI,5,Master
107,Python,5,Master
107,AWS,4,Advanced
107,OpenAI API,4,Advanced
107,fastapi,4,Advanced
107,REST API,3,Regular
107,Langchain,3,Regular
107,Hugging Face,3,Regular
107,Datadog,2,Junior
107,Jenkins,2,Junior
108,Machine Learning,4,Advanced
108,LLM,4,Advanced
108,Cloud,4,Advanced
108,AI,4,Advanced
108,Team Management,4,Advanced
108,Python,4,Advanced
108,Data Science,4,Advanced
108,Computer Vision,3,Regular
109,English,4,Advanced
109,MS Office,2,Junior
110,Docker,4,Advanced
110,Azure,4,Advanced
110,Python,4,Advanced
110,GenerativeAI,4,Advanced
111,Docker,3,Regular
111,OpenAI API,3,Regular
111,MySQL,3,Regular
111,Elasticsearch,3,Regular
111,RESTful API,3,Regular
111,Python,3,Regular
111,AI,3,Regular
112,English,Nan,B2
112,Java,4,Advanced
112,NLP,4,Advanced
112,Python,4,Advanced
113,TypeScript,3,Regular
113,Node.js,3,Regular
113,AI,3,Regular
113,Python,1,Nice To Have
114,n8n,4,Advanced
114,Make,4,Advanced
114,Zapier,4,Advanced
114,Airtable,4,Advanced
114,REST API,3,Regular
115,AI,5,Master
115,Python,5,Master
115,CI/CD,4,Advanced
116,Computer Vision,4,Advanced
116,AI,4,Advanced
116,Azure,4,Advanced
116,Python,4,Advanced
116,Docker,3,Regular
116,Kubernetes,3,Regular
116,Data Science,3,Regular
116,Java,1,Nice To Have
116,Big Data,1,Nice To Have
117,TypeScript,3,Regular
117,Node.js,3,Regular
117,AI,3,Regular
117,TensorFlow,3,Regular
117,JavaScript,3,Regular
117,Python,3,Regular
117,Nest.js,1,Nice To Have
117,PyTorch,1,Nice To Have
117,NumPy,1,Nice To Have
117,Pandas,1,Nice To Have
118,C#,4,Advanced
118,TypeScript,4,Advanced
118,Azure DevOps,4,Advanced
118,Python,4,Advanced
118,Azure Gen AI,2,Junior
119,Computer science,4,Advanced
119,Machine Learning,4,Advanced
119,Python,4,Advanced
120,Kofax RPA,3,Regular
120,ChatGPT,3,Regular
120,Python,3,Regular
120,R,3,Regular
120,SQL,3,Regular
120,UI Path,2,Junior
120,Blue Prism,2,Junior
121,Python,2,Junior
121,SQL,2,Junior
121,Java,1,Nice To Have
121,Clojure,1,Nice To Have
122,C#,3,Regular
122,PostgreSQL,3,Regular
122,.Net Framework,3,Regular
122,Azure,3,Regular
122,REST API,3,Regular
122,MS SQL,3,Regular
122,Python,3,Regular
123,Python,4,Advanced
123,Docker,3,Regular
123,Azure,3,Regular
123,GenerativeAI,3,Regular
124,AI,4,Advanced
124,Docker,4,Advanced
124,ML,4,Advanced
124,Kubernetes,4,Advanced
124,Python,4,Advanced
124,Azure,3,Regular
124,API,3,Regular
125,NLP,5,Master
125,LLM,5,Master
126,CI/CD,4,Advanced
126,GitHub,4,Advanced
126,Python,4,Advanced
126,AI,4,Advanced
126,ETL,4,Advanced
126,Azure,4,Advanced
126,Scrum,4,Advanced
126,Docker,4,Advanced
126,Kubermetes,4,Advanced
127,NLP,4,Advanced
127,LLMs,4,Advanced
127,Python,4,Advanced
127,AI,3,Regular
128,English,Nan,B2
128,Python,4,Advanced
128,MLOps,4,Advanced
128,GenAI,4,Advanced
128,Azure,4,Advanced
129,Kedro,4,Advanced
129,Python 3,4,Advanced
129,CI/CD pipelines,4,Advanced
129,Spark,4,Advanced
129,Airflow,1,Nice To Have
129,Django,1,Nice To Have
129,Docker,1,Nice To Have
129,Kubernetes,1,Nice To Have
129,Databricks,1,Nice To Have
130,AI,4,Advanced
130,.NET C#,4,Advanced
130,Python,4,Advanced
130,CI/CD,4,Advanced
130,Cloud,3,Regular
130,DevOps,1,Nice To Have
131,NLP,4,Advanced
131,Python,4,Advanced
131,Git,3,Regular
131,SQL,3,Regular
132,AI,4,Advanced
132,English,4,Advanced
132,Business Analysis,3,Regular
133,Python,4,Advanced
133,AI,4,Advanced
133,Graph databases,3,Regular
134,Python,4,Advanced
134,SQL,4,Advanced
134,NoSQL,4,Advanced
134,Azure,4,Advanced
134,Apache Spark,4,Advanced
134,Docker,4,Advanced
134,Kubernetes,4,Advanced
134,GenAI,4,Advanced
134,MySQL,4,Advanced
135,LLM,3,Regular
135,Python,3,Regular
135,Langchain,3,Regular
135,Pandas,3,Regular
135,OpenAI GPT,3,Regular
135,Google Gemini,3,Regular
135,Cloud,3,Regular
135,Vertex AI,1,Nice To Have
135,Azure AI Studio,1,Nice To Have
135,Azure AI Search,1,Nice To Have
136,AI/ML,4,Advanced
136,LLM,4,Advanced
136,Cloud,4,Advanced
136,Python,3,Regular
136,CI/CD,3,Regular
137,Business Analysis,5,Master
137,GenAI,4,Advanced
137,Machine Learning,4,Advanced
137,NLP,4,Advanced
137,LLM,4,Advanced
137,PyTorch,4,Advanced
137,AI,4,Advanced
137,AI/ML,4,Advanced
137,TensorFlow,4,Advanced
137,Python,4,Advanced
138,Python,3,Regular
138,C#,3,Regular
138,.Net,3,Regular
138,AI/ML,3,Regular
138,TensorFlow,3,Regular
138,PyTorch,3,Regular
138,R,3,Regular
139,Machine Learning,3,Regular
139,Python,3,Regular
139,TensorFlow,3,Regular
139,PyTorch,3,Regular
139,scikit-learn,3,Regular
139,Apache Spark,3,Regular
139,Hadoop,3,Regular
139,Amazon SageMaker,3,Regular
139,Google Cloud AI Platform,3,Regular
140,Machine Learning,4,Advanced
140,LLM,4,Advanced
140,Cloud,4,Advanced
140,AI,4,Advanced
140,Python,4,Advanced
140,Data Science,4,Advanced
140,Computer Vision,3,Regular
141,Business Analysis,4,Advanced
141,AI,3,Regular
141,Scrum,3,Regular
142,C#,4,Advanced
142,HTML,4,Advanced
142,.Net,4,Advanced
142,CSS,4,Advanced
142,JavaScript,4,Advanced
142,Cloud,3,Regular
142,RESTful API,3,Regular
142,Blazor,1,Nice To Have
142,Telerik,1,Nice To Have
142,Python,1,Nice To Have
143,Machine Learning,3,Regular
143,AI,3,Regular
143,Analytics,3,Regular
143,SQL,3,Regular
143,Python,3,Regular
143,Przetwarzanie Danych,3,Regular
143,Analityka Biznesowa,3,Regular
143,Analityka Predykcyjna,3,Regular
144,English,Nan,B2
144,GenAI,3,Regular
144,AzureML,3,Regular
144,AzureAI,3,Regular
144,Python,3,Regular
145,GenAI,3,Regular
145,Cloud,3,Regular
145,Java,3,Regular
145,Python,3,Regular
145,MLOps,3,Regular
146,English,4,Advanced
146,Python,4,Advanced
146,AI,3,Regular
146,Machine Learning,3,Regular
146,Large Language Model,3,Regular
146,Docker,3,Regular
146,CI/CD,3,Regular
146,Natural Language Processing,1,Nice To Have
147,Machine Learning,4,Advanced
147,Python,4,Advanced
147,E2E,4,Advanced
147,MLflow,4,Advanced
