offer_id,skill_name,skill_level,skill_level_name
30,Ukrainian,5,Master
30,English,4,Advanced
30,Machine Learning,3,Regular
30,Artificial Intelligence,3,Regular
31,Python,4,Advanced
31,Computer Vision,3,Regular
31,GenAI,3,Regular
31,Azure,2,Junior
31,GCP,2,Junior
32,Machine Learning,4,Advanced
32,AI,4,Advanced
33,English,Nan,B2
33,React,4,Advanced
33,Next.js,4,Advanced
33,TypeScript,4,Advanced
33,AI/LLMs,4,Advanced
33,Node.js,4,Advanced
34,Business Analysis,4,Advanced
34,AI,3,Regular
34,Scrum,3,Regular
35,CI/CD,4,Advanced
35,AI,4,Advanced
35,Docker,4,Advanced
35,Kubernetes,4,Advanced
35,Python,4,Advanced
36,kreatywność,1,Nice To Have
36,ChatGPT,1,Nice To Have
36,Odpowiedzialność,1,Nice To Have
36,AI,1,Nice To Have
37,AI,5,Master
37,Python,5,Master
37,AWS,4,Advanced
37,OpenAI API,4,Advanced
37,fastapi,4,Advanced
37,REST API,3,Regular
37,Langchain,3,Regular
37,Hugging Face,3,Regular
37,Datadog,2,Junior
37,Jenkins,2,Junior
38,AI,5,Master
38,Machine Learning,4,Advanced
38,NLP,4,Advanced
38,LLM,3,Regular
38,Azure,3,Regular
38,OpenAI,3,Regular
39,Polish,Nan,B2
39,English,Nan,C1
39,AlphaFold,4,Advanced
39,molecular dynamics simulations,4,Advanced
39,computational analysis,4,Advanced
39,high-throughput screening,4,Advanced
39,Python,2,Junior
39,R,2,Junior
39,SLURM,1,Nice To Have
39,HPC,1,Nice To Have
39,AWS,1,Nice To Have
40,PyTorch,5,Master
40,TensorFlow,5,Master
40,Python,5,Master
40,C++,3,Regular
41,Machine Learning,4,Advanced
41,LLM,4,Advanced
41,Cloud,4,Advanced
41,AI,4,Advanced
41,Python,4,Advanced
41,Data Science,4,Advanced
41,Computer Vision,3,Regular
42,AI,5,Master
42,Python,5,Master
42,Machine Learning,4,Advanced
42,LLM,4,Advanced
42,NumPy,4,Advanced
42,Pandas,4,Advanced
42,PyTorch/TensorFlow,4,Advanced
42,ML/Data Science,4,Advanced
43,English,Nan,B2
43,AI,5,Master
43,Python,4,Advanced
43,Unity,3,Regular
43,AWS,3,Regular
44,Python,4,Advanced
44,Docker,3,Regular
44,Azure,3,Regular
44,GenerativeAI,3,Regular
45,Polish,Nan,C1
45,Machine Learning,4,Advanced
45,Python,4,Advanced
45,Data Science,4,Advanced
45,Azure,1,Nice To Have
45,Apache Spark,1,Nice To Have
46,C++,3,Regular
46,LLM,3,Regular
46,Gradle,3,Regular
46,Release Engineering,3,Regular
46,Machine Learning,3,Regular
47,Deep Learning,5,Master
47,PyTorch,4,Advanced
47,TensorFlow,4,Advanced
47,Python,4,Advanced
47,SciPy scikit-learn,3,Regular
47,MLflow,3,Regular
47,Pandas,3,Regular
47,OpenCV,3,Regular
47,Keras Numpy,3,Regular
47,PyVista,1,Nice To Have
48,Python,4,Advanced
48,Apache Spark,4,Advanced
48,SQL,4,Advanced
48,Data Science,4,Advanced
48,Ray,1,Nice To Have
48,Deep Learning,1,Nice To Have
49,English,Nan,B2
49,GenAI,4,Advanced
49,Azure,4,Advanced
49,Python,4,Advanced
49,MLOps,4,Advanced
49,Databricks,4,Advanced
50,LLM,3,Regular
50,Docker,3,Regular
50,Kubernetes,3,Regular
50,Python,3,Regular
51,NLP,4,Advanced
51,Python,4,Advanced
51,Git,3,Regular
51,SQL,3,Regular
52,AI,5,Master
52,Python,5,Master
52,CI/CD,4,Advanced
53,Python,5,Master
53,Azure,4,Advanced
53,Databricks,4,Advanced
53,MLOps,4,Advanced
53,DevOps,3,Regular
53,ML/AI,3,Regular
53,Spark,2,Junior
53,Scala,1,Nice To Have
54,English,Nan,B2
54,Polish,Nan,B2
54,AI,5,Master
54,ML,5,Master
54,rag,4,Advanced
54,LLM,4,Advanced
54,Gen AI,4,Advanced
55,Git,3,Regular
55,Bash,3,Regular
55,PyTorch,3,Regular
55,AI,3,Regular
55,Docker,3,Regular
55,Python,3,Regular
56,Python,3,Regular
56,C,3,Regular
56,C++,3,Regular
56,JavaScript,3,Regular
56,Java,3,Regular
56,Machine Learning,3,Regular
57,Deep Learning,5,Master
57,PyTorch,4,Advanced
57,TensorFlow,4,Advanced
57,Python,4,Advanced
57,SciPy scikit-learn,3,Regular
57,MLflow,3,Regular
57,Pandas,3,Regular
57,OpenCV,3,Regular
57,Keras Numpy,3,Regular
57,PyVista,1,Nice To Have
58,Machine Learning,4,Advanced
58,Python,3,Regular
58,Big Data,1,Nice To Have
59,Machine Learning,5,Master
59,Python,5,Master
59,Data Science,5,Master
59,PySpark,4,Advanced
59,Azure,3,Regular
59,Databricks,3,Regular
60,English,4,Advanced
60,Python,4,Advanced
60,AI,3,Regular
60,Machine Learning,3,Regular
60,Large Language Model,3,Regular
60,Docker,3,Regular
60,CI/CD,3,Regular
60,Natural Language Processing,1,Nice To Have
61,NLP,5,Master
61,LLM,5,Master
62,Machine Learning,5,Master
62,Data Structures,4,Advanced
62,Algorithms,4,Advanced
63,GenAI,4,Advanced
63,Microsoft Azure,4,Advanced
63,AI/ML Analytics,4,Advanced
63,NLP,4,Advanced
63,C++,4,Advanced
63,LLMs,4,Advanced
63,PyTorch,4,Advanced
63,TensorFlow,4,Advanced
63,JavaScript,4,Advanced
63,Python,4,Advanced
64,Machine Learning,4,Advanced
64,Python,4,Advanced
64,English,4,Advanced
64,AI,3,Regular
64,Microsoft Azure Cloud,1,Nice To Have
64,Google Cloud Platform,1,Nice To Have
64,AWS,1,Nice To Have
65,NLP,4,Advanced
65,LLMs,4,Advanced
65,Python,4,Advanced
65,AI,3,Regular
66,Python,4,Advanced
66,AI,4,Advanced
66,Machine Learning,2,Junior
67,English,Nan,B2
67,Danish,Nan,B1
67,Machine Learning,3,Regular
67,AI,3,Regular
68,GenAI,4,Advanced
68,Machine Learning,4,Advanced
68,LLM,4,Advanced
68,Data modeling,4,Advanced
68,Python,4,Advanced
68,Data Science,4,Advanced
68,AWS,3,Regular
68,PySpark,3,Regular
68,Spark,3,Regular
68,Azure,3,Regular
69,AI/ML,4,Advanced
69,LLM,4,Advanced
69,Cloud,4,Advanced
69,Python,3,Regular
69,CI/CD,3,Regular
70,English,Nan,B2
70,AI,5,Master
70,Machine Learning,5,Master
70,Python,4,Advanced
70,PyTorch,3,Regular
70,Linux,3,Regular
70,TensorFlow,2,Junior
70,Keras,2,Junior
70,JAX,2,Junior
70,CI/CD,2,Junior
70,CUDA,1,Nice To Have
71,GenAI,3,Regular
71,Cloud,3,Regular
71,Java,3,Regular
71,Python,3,Regular
71,MLOps,3,Regular
72,Polish,Nan,B2
72,English,Nan,C1
72,Scrum Master,4,Advanced
72,AI,2,Junior
73,English,Nan,B2
73,Bazy Danych,4,Advanced
73,TypeScript,4,Advanced
73,Node.js,4,Advanced
73,AI,4,Advanced
73,Java,4,Advanced
73,JavaScript,4,Advanced
73,Python,4,Advanced
73,rag,1,Nice To Have
74,Azure,4,Advanced
74,Azure Cloud,4,Advanced
74,Python,4,Advanced
74,CI/CD,3,Regular
74,REST API,3,Regular
74,Azure Kubernetes Service,3,Regular
74,Microsoft Azure Cloud,3,Regular
75,AI,4,Advanced
75,English,4,Advanced
75,Business Analysis,3,Regular
76,AI,4,Advanced
76,ML,4,Advanced
77,AI,3,Regular
77,Docker,3,Regular
77,OpenAI API,3,Regular
77,MySQL,3,Regular
77,Elasticsearch,3,Regular
77,RESTful API,3,Regular
77,Python,3,Regular
78,AI,3,Regular
78,Docker,3,Regular
78,JavaScript,3,Regular
78,Python,3,Regular
78,CI/CD,1,Nice To Have
78,Terraform,1,Nice To Have
78,Kubernetes,1,Nice To Have
79,TypeScript,3,Regular
79,Node.js,3,Regular
79,AI,3,Regular
79,TensorFlow,3,Regular
79,JavaScript,3,Regular
79,Python,3,Regular
79,Nest.js,1,Nice To Have
79,PyTorch,1,Nice To Have
79,NumPy,1,Nice To Have
79,Pandas,1,Nice To Have
80,LLM,3,Regular
80,Python,3,Regular
80,Langchain,3,Regular
80,Pandas,3,Regular
80,OpenAI GPT,3,Regular
80,Google Gemini,3,Regular
80,Cloud,3,Regular
80,Vertex AI,1,Nice To Have
80,Azure AI Studio,1,Nice To Have
80,Azure AI Search,1,Nice To Have
81,AI/ML,4,Advanced
81,AI,3,Regular
81,Docker,3,Regular
81,Software Development,1,Nice To Have
82,Python,3,Regular
82,C#,3,Regular
82,.Net,3,Regular
82,AI/ML,3,Regular
82,TensorFlow,3,Regular
82,PyTorch,3,Regular
82,R,3,Regular
83,Architecture,4,Advanced
83,Software Development,4,Advanced
83,Leadership,4,Advanced
83,Vertex AI,4,Advanced
83,AI,4,Advanced
83,Data,3,Regular
84,Python,3,Regular
84,fastapi,3,Regular
84,rag,3,Regular
84,Prompt Engineering,3,Regular
84,OpenAI,3,Regular
84,Hugging Face,3,Regular
84,Vector Database,3,Regular
85,Machine Learning,4,Advanced
85,LLM,4,Advanced
85,Cloud,4,Advanced
85,AI,4,Advanced
85,Team Management,4,Advanced
85,Python,4,Advanced
85,Data Science,4,Advanced
85,Computer Vision,3,Regular
86,Polish,Nan,B2
86,English,Nan,C1
86,Python,4,Advanced
86,LLM,3,Regular
86,AI,3,Regular
86,AWS,1,Nice To Have
86,Data Warehousing,1,Nice To Have
86,GCP,1,Nice To Have
87,ML,4,Advanced
87,PyTorch,3,Regular
87,TensorFlow,3,Regular
87,Pandas,3,Regular
87,NLP,2,Junior
87,Microsoft Azure Cloud,1,Nice To Have
87,HugginFace,1,Nice To Have
87,OpenCV,1,Nice To Have
87,scikit-learn,1,Nice To Have
88,TypeScript,5,Master
88,React,5,Master
88,AWS,4,Advanced
88,AI,4,Advanced
88,REST API,4,Advanced
88,PostgreSQL,3,Regular
89,English,4,Advanced
89,TypeScript,3,Regular
89,HTML5 / CSS3,3,Regular
89,Node.js,3,Regular
89,AI,3,Regular
89,Docker,3,Regular
89,JavaScript,3,Regular
90,Machine Learning,1,Nice To Have
90,DevOps,1,Nice To Have
90,Cloud,1,Nice To Have
90,CI/CD,1,Nice To Have
90,Angular,1,Nice To Have
90,AI,1,Nice To Have
90,Java,1,Nice To Have
90,JavaScript,1,Nice To Have
90,Python,1,Nice To Have
91,Machine Learning,4,Advanced
91,PyTorch,4,Advanced
91,scikit-learn,4,Advanced
91,TensorFlow,4,Advanced
91,Python,4,Advanced
92,Machine Learning,4,Advanced
92,LLM,4,Advanced
92,AI,4,Advanced
92,PostgreSQL,3,Regular
92,MongoDB,3,Regular
92,Big Data,3,Regular
93,Machine Learning,4,Advanced
93,Software Development,4,Advanced
93,Python,4,Advanced
93,Java,4,Advanced
93,JavaScript,4,Advanced
93,C++,4,Advanced
94,Polish,Nan,B2
94,English,Nan,C1
94,Product Management,4,Advanced
95,Databases,4,Advanced
95,Python,4,Advanced
95,NLP,3,Regular
95,LLM,3,Regular
95,OpenAI,3,Regular
95,MLOps,3,Regular
95,Docker,2,Junior
95,Kubernetes,2,Junior
95,AWS,1,Nice To Have
95,Computer Vision,1,Nice To Have
96,Machine Learning,4,Advanced
96,LLM,4,Advanced
96,Cloud,4,Advanced
96,AI,4,Advanced
96,Python,4,Advanced
96,Data Science,4,Advanced
96,Computer Vision,3,Regular
97,3D,1,Nice To Have
98,Python,4,Advanced
98,Autogen,4,Advanced
98,Langgraph,4,Advanced
98,Crew.AI,4,Advanced
98,Langchain,4,Advanced
98,AWS AI Foundry,4,Advanced
98,Amazon Bedrock,4,Advanced
99,AI,4,Advanced
99,Python,4,Advanced
99,Git,3,Regular
99,PyTorch,3,Regular
99,TensorFlow,3,Regular
99,Linux,3,Regular
99,Keras,3,Regular
99,C++,2,Junior
99,Docker,2,Junior
99,Kubernetes,2,Junior
100,Python,4,Advanced
100,API,4,Advanced
100,fastapi,4,Advanced
100,Machine Learning,4,Advanced
100,Flask,3,Regular
100,Django,3,Regular
100,TensorFlow,3,Regular
100,Docker,3,Regular
100,Cloud,3,Regular
100,AWS,3,Regular
101,CI/CD,4,Advanced
101,Angular,4,Advanced
101,Aurelia,4,Advanced
101,React,4,Advanced
101,JavaScript,4,Advanced
101,TypeScript,4,Advanced
101,AI,1,Nice To Have
102,Python,3,Regular
102,Pandas,3,Regular
102,NumPy,3,Regular
102,SQL,3,Regular
102,NLP,1,Nice To Have
102,Java,1,Nice To Have
102,C#,1,Nice To Have
103,Computer Vision,4,Advanced
103,PyTorch,4,Advanced
103,OpenCV,4,Advanced
103,Python,4,Advanced
103,AWS,3,Regular
103,Agile,3,Regular
103,vSLAM,1,Nice To Have
104,AI,4,Advanced
104,Sales,3,Regular
105,Machine Learning,3,Regular
105,Java,3,Regular
105,C++,3,Regular
105,AI,3,Regular
105,Gradle,3,Regular
105,Python,3,Regular
106,Python,5,Master
106,AWS,3,Regular
106,LLMs,3,Regular
106,RAG systems,3,Regular
107,Python,5,Master
107,Machine Learning,5,Master
107,TensorFlow,5,Master
107,PyTorch,5,Master
108,Machine Learning,4,Advanced
108,Team Management,4,Advanced
108,Project Management,4,Advanced
108,Python,4,Advanced
108,Generative AI,4,Advanced
108,Data Science,4,Advanced
108,Big Data,4,Advanced
109,English,Nan,B2
109,GenAI,3,Regular
109,AzureML,3,Regular
109,AzureAI,3,Regular
109,Python,3,Regular
109,Databricks,3,Regular
110,Polish,Nan,C1
110,English,Nan,C1
110,AI,3,Regular
110,RPA,3,Regular
111,AI,3,Regular
111,Python,3,Regular
112,Machine Learning,4,Advanced
112,Microsoft Azure,4,Advanced
112,CI/CD,3,Regular
112,Docker,3,Regular
112,TensorFlow,3,Regular
112,Python,3,Regular
112,Kubernete,3,Regular
112,PyTorch,2,Junior
113,AI,4,Advanced
113,.NET C#,4,Advanced
113,Python,4,Advanced
113,CI/CD,4,Advanced
113,Cloud,3,Regular
113,DevOps,1,Nice To Have
114,Computer Vision,4,Advanced
114,AI,4,Advanced
114,Azure,4,Advanced
114,Python,4,Advanced
114,Docker,3,Regular
114,Kubernetes,3,Regular
114,Data Science,3,Regular
114,Java,1,Nice To Have
114,Big Data,1,Nice To Have
115,AI/ML,4,Advanced
115,AI,3,Regular
115,Docker,3,Regular
115,Software Development,1,Nice To Have
116,AI/ML,4,Advanced
116,Docker,3,Regular
116,AI,3,Regular
116,Software Development,1,Nice To Have
117,VBA,3,Regular
117,Data,3,Regular
117,Analytics,3,Regular
117,Excel APIs,3,Regular
117,Python,3,Regular
117,Microsoft Office Excel,3,Regular
117,Machine Learning,1,Nice To Have
118,Polish,Nan,C2
118,English,Nan,C1
118,AI,5,Master
118,LLM,5,Master
118,rag,4,Advanced
118,GenAI,4,Advanced
118,CI/CD,4,Advanced
118,API,3,Regular
119,TypeScript,3,Regular
119,Node.js,3,Regular
119,AI,3,Regular
119,Python,1,Nice To Have
120,Computer Vision,4,Advanced
120,PyTorch,4,Advanced
120,OpenCV,4,Advanced
120,Python,4,Advanced
120,AWS,3,Regular
120,Agile,3,Regular
120,vSLAM,1,Nice To Have
121,English,Nan,C1
121,Cloud,5,Master
121,Databricks,5,Master
121,Python,5,Master
121,PySpark,3,Regular
121,Spark,3,Regular
122,Python,4,Advanced
122,Machine Learning,4,Advanced
122,Databricks,4,Advanced
122,Linux,4,Advanced
122,Git,4,Advanced
122,Docker,4,Advanced
122,Podman,4,Advanced
122,Azure DevOps,4,Advanced
122,PostgreSQL,4,Advanced
122,Airflow,4,Advanced
123,AI,4,Advanced
123,English,4,Advanced
123,Python,4,Advanced
123,LLM,3,Regular
123,Docker,3,Regular
123,Databases,3,Regular
124,English,Nan,C1
124,Machine Learning,4,Advanced
124,AWS,4,Advanced
124,TypeScript,4,Advanced
124,AI,4,Advanced
124,Azure,4,Advanced
124,Snowflake,4,Advanced
124,JavaScript,4,Advanced
124,Python,4,Advanced
124,Docker,3,Regular
124,Kubernetes,3,Regular
125,Python,4,Advanced
125,SQL,4,Advanced
125,NoSQL,4,Advanced
125,Azure,4,Advanced
125,Apache Spark,4,Advanced
125,Docker,4,Advanced
125,Kubernetes,4,Advanced
125,GenAI,4,Advanced
125,MySQL,4,Advanced
126,AI,4,Advanced
126,Scrum,3,Regular
126,Automatyzacja,3,Regular
126,Kanban,3,Regular
126,Modelowanie procesów,3,Regular
126,Agile,3,Regular
127,Polish,Nan,C1
127,AI,4,Advanced
127,Python,4,Advanced
127,TensorFlow,4,Advanced
127,Linux,3,Regular
127,Keras,3,Regular
127,OpenCV,3,Regular
127,PyTorch,3,Regular
128,AWS,4,Advanced
128,DevOps,4,Advanced
128,C#,4,Advanced
128,AI/ML,4,Advanced
128,Azure,4,Advanced
128,GCP,4,Advanced
128,English,4,Advanced
128,.Net,4,Advanced
128,Python,4,Advanced
128,Kubernetes,3,Regular
129,Machine Learning,4,Advanced
129,Python,4,Advanced
129,E2E,4,Advanced
129,MLflow,4,Advanced
130,AI,4,Advanced
130,.NET C#,4,Advanced
130,Python,4,Advanced
130,CI/CD,4,Advanced
130,Cloud,3,Regular
130,DevOps,1,Nice To Have
131,English,Nan,B2
131,Python,4,Advanced
131,GenAI,3,Regular
131,Machine Learning,3,Regular
131,Spark,3,Regular
131,Azure,3,Regular
131,Databricks,3,Regular
132,NLP,4,Advanced
132,Microsoft Copilot Studios,4,Advanced
132,CI/CD,4,Advanced
132,Virtual Chatbots,4,Advanced
132,Azure open AI / GenAI solutions,4,Advanced
132,GitLab,4,Advanced
132,Python,4,Advanced
132,Power Platform,4,Advanced
132,Power Automate,4,Advanced
133,Machine Learning,3,Regular
133,DevOps,3,Regular
133,Python,3,Regular
133,Bash,3,Regular
133,CI/CD,3,Regular
133,Docker,3,Regular
133,Kubernetes,3,Regular
133,AWS,3,Regular
133,Azure,3,Regular
133,Prometheus,3,Regular
134,Python,4,Advanced
134,LLM,3,Regular
134,NLP,3,Regular
134,Azure,2,Junior
134,GCP,2,Junior
134,Databricks,1,Nice To Have
135,English,Nan,C1
135,Machine Learning,4,Advanced
135,Python,4,Advanced
135,Azure,4,Advanced
135,MLOps,4,Advanced
136,English,Nan,B2
136,Polish,Nan,B2
136,AI,5,Master
136,ML,5,Master
136,rag,5,Master
136,MML,5,Master
136,GenAI,4,Advanced
137,Python,5,Master
137,AWS,4,Advanced
137,AI,4,Advanced
137,Data Science,4,Advanced
137,NLP,3,Regular
137,LLM,3,Regular
137,Docker,3,Regular
138,Machine Learning,5,Master
138,NLP,4,Advanced
138,Computer Vision,4,Advanced
138,Python,4,Advanced
139,C#,4,Advanced
139,HTML,4,Advanced
139,.Net,4,Advanced
139,CSS,4,Advanced
139,JavaScript,4,Advanced
139,Cloud,3,Regular
139,RESTful API,3,Regular
139,Blazor,1,Nice To Have
139,Telerik,1,Nice To Have
139,Python,1,Nice To Have
140,Airflow,4,Advanced
140,Python,4,Advanced
140,CI/CD,3,Regular
140,Spark,3,Regular
140,Azure,3,Regular
140,Azure ML,2,Junior
140,Docker,2,Junior
140,ML,2,Junior
140,Terraform,2,Junior
140,Kubernetes,2,Junior
141,AI,5,Master
141,Machine Learning,4,Advanced
141,AWS,4,Advanced
141,NLP,4,Advanced
141,PyTorch,4,Advanced
141,Docker,4,Advanced
141,TensorFlow,4,Advanced
141,GCP,4,Advanced
141,Kubernetes,4,Advanced
141,Python,4,Advanced
142,C/C++,2,Junior
142,Graphics APIs: OpenGL / OpenGL ES / EGL / Vulkan,2,Junior
142,Python,2,Junior
142,Platforms: Android /Linux /Windows / Embedded MCU,2,Junior
143,Python,3,Regular
143,GenAI,2,Junior
143,Spark/PySpark,2,Junior
143,LLM/ML/AI,2,Junior
143,Azure,2,Junior
143,Databricks,2,Junior
144,AI,3,Regular
144,Python,3,Regular
145,Computer science,4,Advanced
145,Machine Learning,4,Advanced
145,Python,4,Advanced
146,Big Data,4,Advanced
146,ETL,4,Advanced
146,Data modeling,4,Advanced
146,Machine Learning,3,Regular
146,AI,3,Regular
146,Python,3,Regular
146,C#,3,Regular
146,Cloud,2,Junior
147,Machine Learning,4,Advanced
147,AI,4,Advanced
147,Hadoop,4,Advanced
147,Apache,4,Advanced
147,Python,4,Advanced
147,Apache Spark,4,Advanced
147,T-SQL,3,Regular
147,PL/SQL,3,Regular
148,Docker,3,Regular
148,OpenAI API,3,Regular
148,MySQL,3,Regular
148,Elasticsearch,3,Regular
148,RESTful API,3,Regular
148,Python,3,Regular
148,AI,3,Regular
149,GenAI,3,Regular
149,Cloud,3,Regular
149,Java,3,Regular
149,Python,3,Regular
149,MLOps,3,Regular
150,Kedro,4,Advanced
150,Python 3,4,Advanced
150,CI/CD pipelines,4,Advanced
150,Spark,4,Advanced
150,Airflow,1,Nice To Have
150,Django,1,Nice To Have
150,Docker,1,Nice To Have
150,Kubernetes,1,Nice To Have
150,Databricks,1,Nice To Have
151,Automation Tools,5,Master
151,UiPath,5,Master
151,SAP,4,Advanced
151,AI,4,Advanced
152,AI/ML,4,Advanced
152,AI,3,Regular
152,Docker,3,Regular
152,Software Development,1,Nice To Have
153,AI platform,3,Regular
153,Machine Learning,3,Regular
153,AI,3,Regular
154,Ukrainian,Nan,C2
154,English,Nan,B1
154,LLM,5,Master
154,NLP,5,Master
154,Ukrainian,5,Master
155,GCP,4,Advanced
155,Cloud Adoption Framework,3,Regular
155,Cloud Foundation Toolkit,3,Regular
156,Python,4,Advanced
156,JavaScript,4,Advanced
156,Databricks,4,Advanced
156,AI,4,Advanced
156,Machine Learning,4,Advanced
157,R,3,Regular
157,ChatGPT,3,Regular
157,Kofax RPA,3,Regular
157,SQL,3,Regular
157,Python,3,Regular
157,UI Path,2,Junior
157,Blue Prism,2,Junior
158,Programming,4,Advanced
158,Developer Support,4,Advanced
158,English,4,Advanced
158,Communication,4,Advanced
158,Issue-Tracking System,3,Regular
158,Bash,3,Regular
158,AI Tools,3,Regular
158,Git,2,Junior
159,English,Nan,B2
159,Java,4,Advanced
159,NLP,4,Advanced
159,Python,4,Advanced
160,Python,2,Junior
160,Machine Learning,1,Nice To Have
160,AWS,1,Nice To Have
160,SQL,1,Nice To Have
160,GitHub,1,Nice To Have
